id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
219,10492,java.security.KeyStore.Entry.getAttributes(),Retrieves the attributes associated with an entry.,64,retrieve
220,12453,java.text.FieldPosition.getEndIndex(),Retrieves the index of the character following the last character in the requested field.,64,retrieve
221,52574,"android.view.View.AccessibilityDelegate.onRequestSendAccessibilityEvent(android.view.ViewGroup,android.view.View,android.view.accessibility.AccessibilityEvent)",Called when a child of the host View has requested sending an AccessibilityEvent and gives an opportunity to the parent (the host) to augment the event.,9,\N
222,22661,javax.sql.rowset.BaseRowSet.setFetchDirection(int),Gives the driver a performance hint as to the direction in which the rows in this RowSet object will be processed.,77,give
223,29136,"javax.swing.text.PlainView.removeUpdate(javax.swing.event.DocumentEvent,java.awt.Shape,javax.swing.text.ViewFactory)",Gives notification that something was removed from the document in a location that this view is responsible for.,48,give
224,58307,"java.util.concurrent.atomic.AtomicReferenceArray.accumulateAndGet(int,E,java.util.function.BinaryOperator<E>)","Atomically updates the element at index i with the results of applying the given function to the current and given values, returning the updated value.",57,update
225,16569,"java.util.concurrent.atomic.AtomicReference.accumulateAndGet(java.util.concurrent.atomic.AtomicReference,java.util.function.BinaryOperator<java.util.concurrent.atomic.AtomicReference>)","Atomically updates the current value with the results of applying the given function to the current and given values, returning the updated value.",57,update
226,25028,javax.swing.JTextArea.createDefaultModel(),Creates the default implementation of the model to be used at construction if one isn't explicitly given.,15,create
227,31600,javax.xml.ws.EndpointContext.getEndpoints(),This gives list of endpoints in an application.,85,\N
228,51190,android.util.SparseBooleanArray.valueAt(int),"Given an index in the range 0...size()-1, returns the value from the indexth key-value mapping that this SparseBooleanArray stores.",54,return
229,27613,"javax.swing.plaf.nimbus.AbstractRegionPainter.decodeRadialGradient(float,float,float,float[],java.awt.Color[])","Given parameters for creating a RadialGradientPaint, this method will create and return a radial gradient paint.",15,create
230,15570,"java.util.concurrent.CompletionStage.applyToEitherAsync(java.util.concurrent.CompletionStage<? extends java.util.concurrent.CompletionStage>,java.util.function.Function<? super,U>,java.util.concurrent.Executor)","Returns a new CompletionStage that, when either this or the other given stage complete normally, is executed using the supplied executor, with the corresponding result as argument to the supplied function.",54,return
231,29709,javax.swing.tree.TreeNode.getChildCount(),Returns the number of children TreeNodes the receiver contains.,54,return
232,41988,"android.icu.text.UnicodeSet.applyPropertyAlias(java.lang.String,java.lang.String)",Modifies this set to contain those code points which have the given value for the given property.,57,modify
233,27488,"javax.swing.plaf.multi.MultiTabbedPaneUI.contains(javax.swing.JComponent,int,int)",Invokes the contains method on each UI handled by this object.,33,\N
234,15971,java.util.concurrent.CopyOnWriteArrayList.lastIndexOf(java.lang.Object),"Returns the index of the last occurrence of the specified element in this list, or -1 if this list does not contain the element.",54,return
235,15996,java.util.concurrent.CopyOnWriteArraySet.isEmpty(),Returns true if this set contains no elements.,65,return
236,49557,"android.test.MoreAsserts.assertEquals(java.lang.String,java.util.Set<? extends java.lang.Object>,java.util.Set<? extends java.lang.Object>)",Asserts that two sets contain the same elements.,10,assert
237,28487,javax.swing.text.MutableAttributeSet.addAttributes(javax.swing.text.AttributeSet),Creates a new attribute set similar to this one except that it contains the given attributes and values.,15,create
238,14179,java.util.Spliterator.hasCharacteristics(int),Returns true if this Spliterator's characteristics() contain all of the given characteristics.,54,return
239,32578,org.omg.DynamicAny.DynArrayOperations.set_elements(org.omg.CORBA.Any[]),Sets the DynArray to contain the passed elements.,77,set
240,21672,javax.script.SimpleBindings.containsKey(java.lang.Object),Returns true if this map contains a mapping for the specified key.,54,return
241,11684,java.sql.DatabaseMetaData.supportsNamedParameters(),Retrieves whether this database supports named parameters to callable statements.,64,retrieve
242,10184,java.nio.file.FileStore.supportsFileAttributeView(java.lang.Class<? extends java.nio.file.attribute.FileAttributeView>),Tells whether or not this file store supports the file attributes identified by the given file attribute view.,65,tell
243,43466,android.media.MediaCodecInfo.CodecCapabilities.isFormatSupported(android.media.MediaFormat),Query whether codec supports a given MediaFormat.,62,query
244,11669,java.sql.DatabaseMetaData.supportsExtendedSQLGrammar(),Retrieves whether this database supports the ODBC Extended SQL grammar.,64,retrieve
245,53877,android.webkit.ServiceWorkerWebSettings.getAllowFileAccess(),Gets whether Service Workers support file access.,54,get
246,11695,"java.sql.DatabaseMetaData.supportsResultSetConcurrency(int,int)",Retrieves whether this database supports the given concurrency type in combination with the given result set type.,64,retrieve
247,46536,android.os.UserManager.supportsMultipleUsers(),Returns whether this device supports multiple users with their own login and customizable space.,54,return
248,6967,java.io.FilterInputStream.markSupported(),Tests if this input stream supports the mark and reset methods.,65,test
249,27207,javax.swing.plaf.multi.MultiColorChooserUI.createUI(javax.swing.JComponent),Returns a multiplexing UI instance if any of the auxiliary LookAndFeels supports this UI.,54,return
250,11673,java.sql.DatabaseMetaData.supportsGroupByBeyondSelect(),Retrieves whether this database supports using columns not included in the SELECT statement in a GROUP BY clause provided that all of the columns in the SELECT statement are included in the GROUP BY clause.,64,retrieve
251,36232,"android.app.job.JobInfo.Builder.setPeriodic(long,long)",Specify that this job should recur with the provided interval and flex.,77,specify
252,35554,"android.app.PendingIntent.send(android.content.Context,int,android.content.Intent,android.app.PendingIntent.OnFinished,android.os.Handler,java.lang.String,android.os.Bundle)","Perform the operation associated with this PendingIntent, allowing the caller to specify information about the Intent to use and be notified when the send has completed.",33,perform
253,55898,android.widget.TabHost.TabSpec.setIndicator(android.view.View),Specify a view as the tab indicator.,77,specify
254,45267,android.net.wifi.WifiEnterpriseConfig.setCaCertificates(java.security.cert.X509Certificate),Specify a list of X.509 certificates that identifies the server.,77,specify
255,40069,android.graphics.drawable.LayerDrawable.setColorFilter(android.graphics.ColorFilter),Specify an optional color filter for the drawable.,77,specify
256,25615,"javax.swing.SwingUtilities.calculateInnerArea(javax.swing.JComponent,java.awt.Rectangle)","Stores the position and size of the inner painting area of the specified component in r and returns r. The position and size specify the bounds of the component, adjusted so as not to include the border area (the insets).",58,store
257,33445,org.w3c.dom.events.Event.getTimeStamp(),Used to specify the time (in milliseconds relative to the epoch) at which the event was created.,77,specify
258,45384,android.net.wifi.aware.SubscribeConfig.Builder.setServiceName(java.lang.String),Specify the service name of the subscribe session.,77,specify
259,40067,android.graphics.drawable.LayerDrawable.setAlpha(int),Specify an alpha value for the drawable.,77,specify
260,37255,"android.content.Context.sendOrderedBroadcastAsUser(android.content.Intent,android.os.UserHandle,java.lang.String,android.content.BroadcastReceiver,android.os.Handler,int,java.lang.String,android.os.Bundle)","Version of sendOrderedBroadcast(Intent, String, BroadcastReceiver, Handler, int, String, Bundle) that allows you to specify the user the broadcast will be sent to.",53,\N
261,10189,"java.nio.file.FileSystem.getPath(java.lang.String,java.lang.String...)","Converts a path string, or a sequence of strings that when joined form a path string, to a Path.",31,\N
262,50987,android.util.Half.toHalf(float),Converts the specified single-precision float value into a half-precision float value.,31,convert
263,7463,"java.lang.Character.toCodePoint(char,char)",Converts the specified surrogate pair to its supplementary code point value.,31,convert
264,18732,javax.imageio.stream.ImageInputStream.readUnsignedInt(),"Reads 4 bytes from the stream, and (conceptually) concatenates them according to the current byte order, converts the result to a long, masks it with 0xffffffffL in order to strip off any sign-extension bits, and returns the result as an unsigned long value.",43,read
265,38680,android.databinding.DataBindingUtil.convertBrIdToString(int),Converts the given BR id to its string representation which might be useful for logging purposes.,31,convert
266,34134,android.animation.TypeConverter.convert(T),Converts a value from one type to another.,31,convert
267,30319,javax.xml.bind.DatatypeConverter.parseByte(java.lang.String),Converts the string argument into a byte value.,31,convert
268,58579,javax.net.ssl.SSLSocket.toString(),Converts this socket to a String.,31,convert
269,32427,org.omg.CosNaming.NamingContextExtOperations.to_name(java.lang.String),This operation converts a Stringified Name into an equivalent array of Name Components.,31,convert
270,47671,"android.renderscript.ScriptIntrinsicBLAS.DTPSV(int,int,int,android.renderscript.Allocation,android.renderscript.Allocation,int)","DTPSV solves one of the systems of equations A*x = b or A**T*x = b Details: http://www.netlib.org/lapack/explore-html/d9/d84/dtpsv_8f.html Note: For a N*N matrix, the input Allocation should be a 1D allocation of size dimX = N*(N+1)/2, The following subroutine can is an example showing how to convert a UPPER trianglar matrix 'a' to packed matrix 'b'.",85,\N
